,WBArea_Permanent_Identifier,area_skm,HRT_hrs,throughflow,order,relEvasion,lakeAreaQuants_skm,lakeHRTQuants_hrs
3357,{846417D5-E097-4631-945A-2368E8F979E1},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3358,{8465F34F-6631-4E4C-BB69-CDB022F1B3F8},0.002,145.2322084,1,2,0.94136957,0.004,376.6
3359,{8475D886-6418-440D-B42A-8610BC463865},0.004,87.89709036,3,1,0.461291649,0.004,376.6
3360,{847D0C16-4415-4112-AC53-238BFD635F28},0.001,153.824951,1,1,0.950427775,0.001,376.6
3361,{84827E61-448C-40AF-9196-B55FD02B83D0},0.002,207.4745835,1,2,0.982614955,0.004,376.6
3362,{84862C97-18F8-4AF1-BF12-A462CE2513AE},0.001,87.89997199,1,1,0.820352182,0.001,376.6
3363,{849F2616-CF22-4E5E-B959-8906D98F84BD},0.007,403.3799678,1,1,0.999621136,97,227872.2
3364,{84AFC691-F47A-425A-A41A-A6B9732F04DC},0.001,102.5499673,1,1,0.865054335,0.001,376.6
3365,{84B03722-393A-4934-9B7F-C8F76853CE93},0.013,4921.996896,1,1,1,97,227872.2
3366,{84B4BAE8-3E8D-457A-B0EC-82FAB5B8451B},0.005,564.9638049,1,1,0.99998386,97,227872.2
3367,{84C5805E-7C2B-44FA-A96E-74306EB513B9},0.001,307.649902,1,1,0.997542595,0.001,376.6
3368,{84C7A764-6220-45E7-B8AF-CC8C5A4AD9EF},0.001,15.77691805,1,2,0.265184518,0.001,75.3
3369,{84D7C7BE-71D0-4F3C-9C67-2E1FAA3DA766},0.001,307.649902,1,1,0.997542595,0.001,376.6
3370,{84D87B6A-1226-4932-8C09-36539A71D809},0.001,153.824951,1,1,0.950427775,0.001,376.6
3371,{84DCA57B-36C0-471C-9DE0-996B0BDED895},0.004,3427.986524,1,1,1,0.004,227872.2
3372,{84DCE428-C87E-4475-8B6B-9DD127B7073C},0.004,1142.662175,1,1,1,0.004,227872.2
3373,{84E55BA2-BB4E-4350-8E09-43CF8FCB0F57},0.001,15.77691805,1,2,0.265184518,0.001,75.3
3374,{84F13521-71EF-4341-92C6-72B0E16C8E47},0.001,36.19410612,1,2,0.506829293,0.001,75.3
3375,{84F173BB-2B1B-4312-B3AE-E61C80CE9817},0.002,242.0536807,1,1,0.991151456,0.004,376.6
3376,{84FB9CA3-EF41-426B-BCCA-38AEF87F5DDA},0.001,123.0599608,1,1,0.909595359,0.001,376.6
3377,{85001F3E-F033-47A1-94CC-9800376C667F},0.002,103.7372917,1,2,0.868147639,0.004,376.6
3378,{850A6537-1894-4BA2-AB77-7D83A78A13EE},0.00218308,179.8670305,1,1,0.97019107,0.004,376.6
3379,{85108E2F-8052-4FEB-B690-35A1585AE30E},0.009,46.81265254,1,3,0.599198356,97,75.3
3380,{8512CE32-3B33-4860-ADEA-0FC881FAE321},0.00099685,32.25785715,1,1,0.467419813,0.001,75.3
3381,{8513B999-2154-4E05-8824-AED1B6C47995},0.007,263.7484405,1,2,0.994207657,97,376.6
3382,{851750BE-0014-4261-A8E2-13778F9DCB9E},0.021,399.2470172,1,3,0.999589286,97,227872.2
3383,{85184FBD-1A6B-4563-A075-E37F288F7D55},0.002,181.5402605,1,1,0.971149467,0.004,376.6
3384,{8518B1AE-393B-4981-8529-EF6E68468D99},0.0034991,111.7057044,1,1,0.887150696,0.004,376.6
3385,{85205B9D-3320-4EA1-910E-A1F77EC0C3D7},0.002,16.69335729,1,2,0.278219822,0.004,75.3
3386,{8525BC60-5FF9-4789-B200-9E23641E4615},0.002,242.0536807,1,1,0.991151456,0.004,376.6
3387,{853250FE-3A87-4CC8-A9AB-E828056C4487},0.016,954.9077973,1,1,0.999999992,97,227872.2
3388,{8532B598-66C4-401B-9689-F0A6D2C064E8},0.001,55.93634581,1,1,0.66461685,0.001,75.3
3389,{855363A0-2F4E-4E26-945C-C389FB060C03},0.00291909,38.0363273,1,2,0.524258177,0.004,75.3
3390,{8554AE46-F697-4B8D-A1FD-8150F4E7BBD4},0.001,102.5499673,1,1,0.865054335,0.001,376.6
3391,{8581481F-F99C-47F7-A7B0-43A184EC9574},0.001,205.0999347,1,1,0.981789667,0.001,376.6
3392,{858A6B30-B0E2-4101-A61B-24CFC9AE704F},0.002,363.080521,1,2,0.999167647,0.004,376.6
3393,{858BC784-2C5F-4357-A013-623BED480ACD},0.004,342.7986524,1,2,0.998763082,0.004,376.6
3394,{858DBECA-BFF0-48B1-8F90-D6EEEAC7F1CC},0.002,363.080521,1,1,0.999167647,0.004,376.6
3395,{85963ECB-8718-483C-888E-4393B9B7E058},0.00106644,133.2692656,1,1,0.925938213,0.004,376.6
3396,{85A3CF73-BF91-4428-A9E1-4603B1ED612F},0.002,17.28954862,1,2,0.286575556,0.004,75.3
3397,{85D3079D-23F4-4832-B804-A4BDD8803862},0.003,85.719964,1,2,0.812538091,0.004,376.6
3398,{85E4C688-6D92-45DA-9CC3-DD926E0A8AB9},0.001,61.5299804,3,2,0.597196782,0.001,75.3
3399,{85E68729-2764-48F7-AB98-7412271DF44E},0.002,1452.322084,1,1,1,0.004,227872.2
3400,{85E8F8C6-F426-4CF5-8B30-FDB4AEC623FB},0.008,212.9274603,1,2,0.984371263,97,376.6
3401,{85F2EEA8-463B-4932-B6B7-D1C537D73F60},0.00058513,2.575178548,1,2,0.049051433,0.001,75.3
3402,{8608932C-3111-4695-922F-4685D5613B05},0.001,307.649902,1,1,0.997542595,0.001,376.6
3403,{8612B4DE-4303-4CE8-A751-5F9E1C094A87},0.004,263.6912711,1,2,0.994201186,0.004,376.6
3404,{8615FC8F-0C57-4E43-A743-6FD94F34BBA6},0.014,351.8694655,1,2,0.998963901,97,376.6
3405,{86281899-3EC6-4773-A8B7-038987F73375},0.0037431,131.5555809,1,2,0.923417443,0.004,376.6
3406,{862F8D9F-5771-4250-BB86-1E9E62989091},0.001,87.89997199,1,1,0.820352182,0.001,376.6
3407,{866A4F6E-5A16-40F0-956C-BDAC16B70533},0.003,57.14664267,1,2,0.672451695,0.004,75.3
3408,{8675D3F4-3BDF-47BB-8174-94B43F68222F},0.004,685.5973048,1,1,0.99999847,0.004,227872.2
3409,{86877BCE-F7B0-475B-823F-FD9E176E3795},0.001,205.0999347,1,2,0.981789667,0.001,376.6
3410,{868970E4-8136-4FA5-8B49-66AA4348D65D},0.002,1452.322084,1,1,1,0.004,227872.2
3411,{86949C35-DDD5-4B21-8001-C15CF703E3B9},0.00091191,11.43473332,1,3,0.200148751,0.001,75.3
3412,{869E6C78-78CE-41DE-8F41-11859BAD6F77},0.004,87.89709036,3,2,0.937051932,0.004,376.6
3413,{86A22D37-384C-4327-9D8B-7CCC8C7313FD},0.005,753.2850732,1,1,0.999999592,97,227872.2
3414,{86A780B0-8564-4B51-9D8A-D1D38627C1DB},0.021,2229.129179,2,1,0.999992497,97,227872.2
3415,{86A7B7DA-CB07-4F09-B530-AE5A38C1A69D},0.075,4980.97468,3,2,1,97,227872.2
3416,{86BA9566-9E1A-4242-BE47-E6CA689DD0E1},0.001,307.649902,1,1,0.997542595,0.001,376.6
3417,{86C1A57B-16EE-4D30-B801-5B7499F8410A},0.001,76.9124755,1,1,0.777351792,0.001,376.6
3418,{86C5C2D8-3EF4-451A-A4FF-3BB79E25B098},0.001,43.949986,1,1,0.576151185,0.001,75.3
3419,{86D69B13-602A-4D7D-9612-FE4472ADE28F},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3420,{86D96807-8A03-4A3A-B235-9FCB86A958CB},0.002,145.2322084,1,1,0.94136957,0.004,376.6
3421,{86E3308B-3EEC-45DE-A7E1-A9EA38D95A1B},0.01,2133.61852,3,1,1,97,227872.2
3422,{86EAC090-5487-4F3F-A4E7-5F90B4701968},0.001,76.9124755,1,2,0.777351792,0.001,376.6
3423,{86F3DB95-ABA0-4E30-ADFD-55141AF0115F},0.002,69.15819449,1,2,0.740945023,0.004,75.3
3424,{86F67475-DA2F-4108-BD15-95AE2F4616E9},0.001,27.96817291,1,2,0.420877258,0.001,75.3
3425,{86F7FA53-C92E-45F7-BA89-655D088B37A6},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3426,{86F8926C-DE77-4FC2-B338-592CF2C0C0A8},0.001,76.9124755,1,1,0.777351792,0.001,376.6
3427,{8705FD8F-3EA4-4ECB-AFDF-5CBDC30DE76E},0.00185818,20.39732338,1,1,0.32859052,0.004,75.3
3428,{8706CC88-6523-4883-9B8C-4F0A7D11ADEC},0.001,307.649902,1,1,0.997542595,0.001,376.6
3429,{87284B17-2222-4F1E-99C4-FA317D7CD72E},0.00145952,29.7871594,1,1,0.441090156,0.004,75.3
3430,{874D2D25-E7A5-4719-AF6C-CDE5989A5AF8},0.018,2209.883659,1,1,1,97,227872.2
3431,{874F01C2-9B0D-4671-8F4E-C73192B0A294},0.001,102.5499673,1,1,0.865054335,0.001,376.6
3432,{8753083A-DCF2-44EC-A7C4-67D6710318AC},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3433,{8756D21F-2FDD-4DD7-9185-A84F18F3D044},0.002,22.00488006,1,2,0.349343188,0.004,75.3
3434,{875EC21A-8915-4B68-8524-C8C720A85DD7},0.001,307.649902,1,1,0.997542595,0.001,376.6
3435,{87710766-C913-4442-9290-805A4D5E62E9},0.001,307.649902,1,1,0.997542595,0.001,376.6
3436,{8774E694-C5E0-4E9B-94A2-819C8DC7D289},0.079,2762.337495,1,2,1,97,227872.2
3437,{878CCDE4-C7EB-4F47-822E-AC2E8F3648F5},0.008,4045.621745,1,1,1,97,227872.2
3438,{878CF7AE-14FF-40F6-A3E1-3043EE3D44B0},0.003,2400.158992,1,1,1,0.004,227872.2
3439,{87A1253B-44D2-4EE6-8816-427B7E815303},0.001,307.649902,1,1,0.997542595,0.001,376.6
3440,{87A1EFD9-DC3F-4DF7-A6BD-3FBFE96AE9ED},0.00116232,5.883757802,1,2,0.108557646,0.004,75.3
3441,{87B30CB1-D97A-4538-8AAE-470C15E643E3},0.001,76.9124755,1,1,0.777351792,0.001,376.6
3442,{87B6BCAA-983B-4AB1-8E33-65C3A404B0C7},0.00047732,30.76393774,1,1,0.451651564,0.001,75.3
3443,{87B921DC-9DA5-4873-9C09-92040DE6DC65},0.007,2285.819817,1,1,1,97,227872.2
3444,{87C314F6-1FC3-4228-908E-6B79A6F2F6E9},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3445,{87FC86D5-9C88-434B-9407-CCB670FA210D},0.017,791.8440219,1,2,0.999999808,97,227872.2
3446,{87FEDE57-9E19-4F83-85D9-763D9BFE3DFC},0.001,55.93634581,1,1,0.66461685,0.001,75.3
3447,{8800F3C2-B200-4733-ADEE-66CA7CE8FA0E},0.101,8941.656714,1,1,1,97,227872.2
3448,{88151CEC-D5F8-43CD-AB21-C440D36B3C1D},0.002,726.1610421,1,1,0.999999307,0.004,227872.2
3449,{8819F022-4278-4673-8AA8-F7BBF78D9191},0.00310435,125.201189,3,2,0.765375232,0.004,376.6
3450,{881BA06F-0165-4A4B-8E65-7415237780BC},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3451,{8824C606-0FAB-4E9D-AF12-CAD4CFFE710A},0.03,40.20681406,1,5,0.54400403,97,75.3
3452,{883B306B-26FB-4064-8A22-6BEC98AA27BB},0.00078456,8.760426458,1,2,0.157261146,0.001,75.3
3453,{883ED12C-A593-4FC0-8C6C-2E27555DDF04},0.00267785,173.7531512,1,1,0.966410384,0.004,376.6
3454,{8844FDC6-184A-4286-B6F0-A39CE050D7B7},0.001,307.649902,1,1,0.997542595,0.001,376.6
3455,{88556216-AB43-4FBB-BA03-EB59B6D72559},0.001,9.183579164,1,2,0.16419727,0.001,75.3
3456,{88589790-3A35-4DCE-B09E-48BC9825E0B2},0.002,290.4644168,1,1,0.996562473,0.004,376.6
3457,{8871F32E-F9C2-4FD6-B6DC-C41A9A746F23},0.006,269.7720059,3,1,0.995331572,97,376.6
3458,{8878F66A-3225-4B3E-9D34-36AC10567CE2},0.001,34.18332244,1,2,0.487076048,0.001,75.3
3459,{888086D0-49A3-400B-9EE8-1DF541713F03},0.011,631.8568713,1,3,0.99999563,97,227872.2
3460,{88A1006D-5AE8-4614-87B7-0EDFC6F7DE07},0.001,5.304308655,1,3,0.098411796,0.001,75.3
3461,{88A1B8AF-77E6-4321-B900-B2868454DBAE},0.001,8.096050052,1,3,0.146254678,0.001,75.3
3462,{88A28BE1-E72A-43D7-A43F-EAA77E5BE11D},0.003,800.0529973,1,1,0.999999836,0.004,227872.2
3463,{88A3613D-3B92-4874-903A-A12BBCE364C8},0.001,36.19410612,1,2,0.506829293,0.001,75.3
3464,{88A685CF-3CA4-4E1C-9C69-E818A7EDC31B},0.00367218,1541.691822,1,1,1,0.004,227872.2
3465,{88A8A782-F602-4B04-909D-8007D6275581},0.003,480.0317984,1,1,0.999915216,0.004,227872.2
3466,{88B59C1B-7215-4CCA-8C35-F79DD971E8A2},0.001,34.18332244,3,1,0.809440428,0.001,75.3
3467,{88B6EE69-A44B-4B88-85E3-F8998BC5FB61},0.0010683,5.429159182,1,3,0.100607578,0.004,75.3
3468,{88B858B0-BBFE-4A49-B205-A0A06EBEA331},0.001,307.649902,1,1,0.997542595,0.001,376.6
3469,{88D00A38-643E-4895-9A89-F34B2C082BB5},0.001,153.824951,1,1,0.950427775,0.001,376.6
3470,{88D5B4F5-85B5-4C31-9AC2-FC6C632187A8},0.395,30254.42508,3,1,1,97,227872.2
3471,{88D6E1D3-79F0-47C7-977A-2A41155E2F5A},0.001,87.89997199,1,1,0.820352182,0.001,376.6
3472,{88F64D8D-E56D-4AAF-83E4-1E20261D904C},0.001,205.0999347,1,1,0.981789667,0.001,376.6
3473,{88FAF4BD-8A47-432E-AA6C-4375555DAB8C},0.001,205.0999347,1,1,0.981789667,0.001,376.6
3474,{8904BA36-9146-4084-84A9-40BD31B11365},0.001,153.824951,1,1,0.950427775,0.001,376.6
3475,{8907568B-7E2A-41C7-8C09-BB6600C09D23},0.002,55.8585417,4,1,0.865241502,0.004,75.3
3476,{89118AFE-074F-4165-9C60-959E7B83F210},0.001,61.5299804,1,1,0.699326354,0.001,75.3
3477,{891E5947-427B-43DB-A672-716BE598EACE},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3478,{891FD2F0-6AB9-46E2-87E4-E7132CA874D2},0.00163912,59.73596644,1,1,0.688604449,0.004,75.3
3479,{89254C73-78DB-4118-A8FF-D9AB2D864B2E},0.001,123.0599608,1,1,0.909595359,0.001,376.6
3480,{8929F106-E433-4C06-B764-58BECBF016A3},0.001,32.38420021,1,1,0.468732378,0.001,75.3
3481,{89377272-E815-4CC9-8C50-6A6A02382B55},0.001,102.5499673,1,1,0.865054335,0.001,376.6
3482,{894B35B5-9918-4138-A4C4-E3908C13B6B8},0.002,6.28710859,1,2,0.11555263,0.004,75.3
3483,{897EA55C-9C3E-489D-971D-2FEE2CAE7DB2},0.001,47.33075415,1,1,0.603233593,0.001,75.3
3484,{89988C1B-DD27-4E45-94B2-FA10BA99F610},0.001,68.36664488,1,2,0.73690902,0.001,75.3
3485,{89A35F69-C280-4B4F-9A84-18FCDF26A684},0.00377319,159.4405666,1,1,0.955577184,0.004,376.6
3486,{89A39F82-7DA0-4689-84DC-4640AE2E2D0F},0.00157343,4.994902174,1,2,0.092947043,0.004,75.3
3487,{89B63C59-20C1-4E38-90B9-01EFA5754880},0.011,480.2112222,3,1,0.999806165,97,227872.2
3488,{89BDDCE2-7D07-4724-9C8D-A173845CDE28},0.009,246.3823818,1,2,0.991868789,97,376.6
3489,{89CD5696-01AD-4C4C-8C22-4AA173E79200},0.001,16.1921001,1,1,0.271118924,0.001,75.3
3490,{89D524CC-03E9-4C51-8994-81C6B7BD05B3},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3491,{89EE42B5-484D-437E-A9E7-BF7FDF8526E8},0.01179721,2182.077101,1,1,1,97,227872.2
3492,{89FA9BBA-1B60-4DC1-88A3-32A1675DF7F0},0.00208878,117.8936681,1,1,0.899997274,0.004,376.6
3493,{8A056695-B411-4FAD-8944-306103D83312},0.001,61.5299804,1,1,0.699326354,0.001,75.3
3494,{8A0A573A-5C65-4139-8B6B-46D171100B56},0.001,19.84838077,1,2,0.321353419,0.001,75.3
3495,{8A0AE8C0-127D-4F71-8F24-AA8E81DFAE5A},0.00166921,3.507114012,3,2,0.033180133,0.004,75.3
3496,{8A143EF4-0BD5-4054-88CE-738C783CD071},0.001,51.27498366,1,1,0.632650486,0.001,75.3
3497,{8A1D7B42-A89D-40E7-A964-B07A4BD96879},0.082,9040.285731,3,1,1,97,227872.2
3498,{8A2188A4-B505-426A-B6D7-FF2D2316C55D},0.003,141.1858231,1,1,0.936548046,0.004,376.6
3499,{8A26CEC9-9C59-4D84-9169-31594CA0CAE5},0.064,7093.368229,1,1,1,97,227872.2
3500,{8A2F49BE-06EF-4137-A303-2F8100D8F9BD},0.001,34.18332244,1,2,0.487076048,0.001,75.3
3501,{8A3C5888-3667-4C01-8933-228A812CBC64},0.003,1200.079496,1,1,1,0.004,227872.2
3502,{8A4835D3-00CB-4502-B794-D1363BA876BC},0.002,69.15819449,1,1,0.740945023,0.004,75.3
3503,{8A4EFCB7-5FFB-43A9-A9FC-981E98AF9421},0.001,102.5499673,1,1,0.865054335,0.001,376.6
3504,{8A515BAF-D5FE-444F-9083-D9A617504579},0.003,42.10805249,1,2,0.560625879,0.004,75.3
3505,{8A55D178-932F-4C10-B101-9CD03916EE80},0.01021769,782.6124706,1,2,0.99999977,97,227872.2
3506,{8A5F1053-7C97-4147-9ADC-A05F4750871A},0.001,153.824951,1,1,0.950427775,0.001,376.6
3507,{8A6006A5-DFD9-4D80-BA28-67D356669811},0.001,47.33075415,1,1,0.603233593,0.001,75.3
3508,{8A6E947E-5A0A-433F-9A11-E084D67464BA},0.00248997,47.63336836,3,1,0.604416272,0.004,75.3
3509,{8A762FA3-C0A4-4A5C-8B6B-FEF86C81C2ED},0.043,1015.720503,1,1,0.999999998,97,227872.2
3510,{8A8355A5-D1C8-4E78-AD65-AA5834FE212F},0.008,8091.24349,1,1,1,97,227872.2
3511,{8A83B789-88D6-4662-ADD0-794BC43ECC4E},0.016,3183.025991,1,1,1,97,227872.2
3512,{8A96A10E-4D60-47FF-B623-ED21AC522312},0.008,2697.081163,1,1,1,97,227872.2
3513,{8AAC32BE-1662-4EEE-A173-2EA25944E58B},0.002,1452.322084,1,1,1,0.004,227872.2
3514,{8AC16F3C-0E84-4C9B-8CCC-DE483093827F},0.001,123.0599608,1,1,0.909595359,0.001,376.6
3515,{8AC86C65-1A56-4B1B-B919-0FF0541E1E03},0.001,47.33075415,1,1,0.603233593,0.001,75.3
3516,{8ACE6EEF-E14C-4810-A045-5AAC8F08746D},0.001,307.649902,1,1,0.997542595,0.001,376.6
3517,{8AD3A2CD-7BFD-4344-B998-117C0A3D9399},0.001,41.01998693,1,1,0.551188914,0.001,75.3
3518,{8ADFAAFC-5952-42CF-9EE5-403CB6EFB658},0.001,68.36664488,1,2,0.73690902,0.001,75.3
3519,{8AF6A90B-E16E-4CC3-9015-4E8CDCDE3144},0.004,39.40214395,1,2,0.536781055,0.004,75.3
3520,{8B07774F-6A20-4046-AC3A-119539B40C97},0.002,290.4644168,1,1,0.996562473,0.004,376.6
3521,{8B14B684-D725-42F7-BC4C-4BD2DF12F828},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3522,{8B24221F-C6E9-42BD-918E-E2DE949D495F},0.002,181.5402605,1,1,0.971149467,0.004,376.6
3523,{8B36670A-7D2B-444D-B995-36C33326A972},0.002,66.01464019,3,1,0.62235387,0.004,75.3
3524,{8B4734CC-65BE-4AD2-8758-1D35DD96959D},0.002,50.08007187,1,1,0.623976616,0.004,75.3
3525,{8B47F7E3-46F3-492B-88D2-F5A3BEFB60F7},0.004,1142.662175,1,1,1,0.004,227872.2
3526,{8B4A7BDE-6C1E-4B09-AF51-4D8AFB4B5181},0.001,307.649902,1,1,0.997542595,0.001,376.6
3527,{8B4AAB44-90DA-4C4E-B87F-052741865AEF},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3528,{8B51C9DD-DEED-4013-89C1-7A9F353D7C5B},0.005,564.9638049,1,2,0.99998386,97,227872.2
3529,{8B639E20-C558-461A-AC18-4D42F9C8A95B},0.001,41.01998693,1,1,0.551188914,0.001,75.3
3530,{8B70FEDF-0E12-419D-AC41-C748A66F5F79},0.00065247,362.5160971,1,1,0.99915842,0.001,376.6
3531,{8B766411-6EA7-455B-BCB9-4C0650C56F32},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3532,{8B7CC702-0468-4B8C-A823-B6DE68293E8F},0.004,1713.993262,1,1,1,0.004,227872.2
3533,{8B7FC272-2FA1-46B8-A74B-07002555B258},0.001,87.89997199,1,1,0.820352182,0.001,376.6
3534,{8B8601EA-71F5-43AB-9C78-D7AD35F9F1F7},0.003,160.0105995,1,1,0.956069009,0.004,376.6
3535,{8B976C84-F0DF-4DEE-8453-14EB17F2F597},0.006,1416.303031,1,1,1,97,227872.2
3536,{8BB15CFC-FD2C-470F-8F7C-FB85B4DDC89C},0.00093523,70.7888283,1,1,0.749065306,0.001,75.3
3537,{8BB30B2B-3A7A-473C-A8BD-0029A7A3183F},0.001,205.0999347,1,1,0.981789667,0.001,376.6
3538,{8BBB6AD7-A754-4056-93E1-C0C185C41C9D},0.00025959,7.714331513,1,2,0.139865991,0.001,75.3
3539,{8BCB0361-EA3F-4261-BFFD-4A56C6B220BD},0.00024601,4.330491983,1,1,0.081100003,0.001,75.3
3540,{8BCB359E-90A4-4C49-A64A-609103F9E4FE},0.003,171.439928,1,1,0.964858033,0.004,376.6
3541,{8BDD8A8C-FCF6-4E6F-8A07-F6F7E1087FB4},0.007,6857.459452,1,1,1,97,227872.2
3542,{8BDED39D-9E26-4C20-A921-AA70B4A72CD4},0.001,102.5499673,1,1,0.865054335,0.001,376.6
3543,{8BEC7795-5233-4C6D-BE81-22D7119BEC20},0.001,102.5499673,1,1,0.865054335,0.001,376.6
3544,{8BF786FE-9EB9-4F14-8A05-116EA1A69E63},0.001,76.9124755,1,1,0.777351792,0.001,376.6
3545,{8C059712-9E5E-47D1-956A-7EC015BE0790},0.002,484.1073614,1,1,0.999921703,0.004,227872.2
3546,{8C0AE81C-9957-4CC2-A98F-38FEA64257F2},0.005,1506.570146,1,1,1,97,227872.2
3547,{8C0B1C9B-8268-4646-940F-7BF5817F5555},0.004,20.52686541,1,2,0.330287079,0.004,75.3
3548,{8C15CCCC-E942-46E6-A6F9-00D33F141C0D},0.006,2832.606062,1,1,1,97,227872.2
3549,{8C1ACF4E-C279-4D4A-B2CD-78BE493E4BE9},0.004,428.4983155,1,1,0.999768033,0.004,227872.2
3550,{8C31B23D-9D4F-4E7F-91F8-4A83F6F0B706},0.001,76.9124755,1,1,0.777351792,0.001,376.6
3551,{8C35A41F-FEA8-49EF-BFBB-BB16C5144106},0.011,40.01760185,5,2,0.129947259,97,75.3
3552,{8C70DEAD-E0E2-44F7-B574-F4BDFC357BBB},0.001,307.649902,1,1,0.997542595,0.001,376.6
3553,{8C9C3C93-EEF3-4442-9DDE-3C5AFBEFE681},0.001,10.9874965,1,2,0.193131533,0.001,75.3
3554,{8C9DB135-C0AB-4596-BC42-44E172D665B4},0.001,10.60861731,1,3,0.18713871,0.001,75.3
3555,{8C9EB394-AD4D-4980-A29A-E9623507C727},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3556,{8CB31DF5-7914-4323-8BEF-A79DB9E03FEA},0.001,41.01998693,1,3,0.551188914,0.001,75.3
3557,{8CFE7B6C-3649-484A-877F-A3BA03E17EE7},0.005,1506.570146,1,1,1,97,227872.2
3558,{8D030E56-B1AC-482D-A6D9-12BE9F8D7B66},0.001,123.0599608,1,1,0.909595359,0.001,376.6
3559,{8D14FC5D-422E-4DA3-8182-D95181BB9A23},0.00087528,74.52618254,1,1,0.76672939,0.001,75.3
3560,{8D165A08-D9C2-4CC3-B98F-BFA36FB13E9F},0.00770304,2573.593373,1,1,1,97,227872.2
3561,{8D1A0A57-E6F4-4B0F-8658-F3D7CD8993F2},0.003,342.879856,1,2,0.998765042,0.004,376.6
3562,{8D1BFFCA-EB5F-4E87-BCC2-848A8033F2F2},0.001,123.0599608,1,1,0.909595359,0.001,376.6
3563,{8D3C9447-DEBE-49B5-8E75-1F0946DA6BA5},0.001,205.0999347,1,1,0.981789667,0.001,376.6
3564,{8D4CF73E-F81B-47C9-83D2-22EDB217DFA0},0.002,63.14443844,3,1,0.569300971,0.004,75.3
3565,{8D4F837A-0A2B-474A-8CDC-E02C90F495FA},0.002,8.251830024,1,3,0.148848257,0.004,75.3
3566,{8D577A6F-03CD-4B4B-8FEA-0DD54175CEC1},0.007,1714.364863,1,1,1,97,227872.2
3567,{8D5DA741-2B19-46E1-96B1-F2CE04DB0D83},0.001,36.19410612,1,1,0.506829293,0.001,75.3
3568,{8D62C5AF-21E5-4563-A0BC-D4B51EFF88B9},0.01288994,2435.209819,1,1,1,97,227872.2
3569,{8D6A7705-91E2-4E7C-BB77-E79ADE2C60DC},0.003,120.0079496,1,2,0.904042649,0.004,376.6
3570,{8D7C1BF4-F50F-4D75-A7E6-25E6B8028852},0.0059315,265.9612347,1,1,0.994452656,97,376.6
3571,{8D846B36-B5DD-4B1D-89DD-247ACA283676},0.001,102.5499673,1,1,0.865054335,0.001,376.6
3572,{8D8D07EE-88E1-43C1-98D6-F0BDF8D7AEA3},0.002,80.68456023,1,2,0.793165047,0.004,376.6
3573,{8DA268CC-644A-4539-BCA9-F972FD08D57F},0.002,726.1610421,1,1,0.999999307,0.004,227872.2
3574,{8DA32E65-E750-484C-8AA4-BBBFE54DFC51},0.001,615.299804,1,1,0.999993961,0.001,227872.2
3575,{8DA78594-246F-47C9-ACFD-DAAC8FF6D45F},0.003,266.6843324,1,1,0.994530449,0.004,376.6
3576,{8DB26152-5144-445B-92B9-055912AE7848},0.002,161.3691205,1,2,0.957219302,0.004,376.6
3577,{8DBE517B-442A-4832-BE76-16BC8B28B8DA},0.003,400.0264987,3,1,0.998986214,0.004,227872.2
3578,{8DC82635-689D-4E93-BEEB-507ABC40CE50},0.194,19563.02783,1,1,1,97,227872.2
3579,{8DCCB1FB-E534-4376-9FAF-B3E9DF98196F},0.432,4497.220584,3,2,1,97,227872.2
3580,{8DCCBD28-0DD5-4F4D-B6A8-02187A5F20C3},0.011,12005.28055,1,1,1,97,227872.2
3581,{8DD4DD69-F25E-4386-909E-FA3C32F3DA9E},0.002,69.15819449,1,1,0.740945023,0.004,75.3
3582,{8DDD900D-1C93-4F11-9C1A-A4F0947C3F91},0.002,242.0536807,1,1,0.991151456,0.004,376.6
3583,{8DF4B801-98B2-4C40-80F4-C2977BBA2758},0.016,3183.025991,1,1,1,97,227872.2
3584,{8E029BA2-FE25-434A-BF0A-539BBD7095D1},0.00091266,12.20947907,1,2,0.212160518,0.001,75.3
3585,{8E04749C-F371-456B-A840-D7939B4B92A2},0.00040736,6.128244048,3,2,0.044018599,0.001,75.3
3586,{8E15E79B-63C3-4D82-9FC7-B2AD94743404},0.002,1452.322084,1,1,1,0.004,227872.2
3587,{8E2C831D-E025-445F-A13E-9557876B939A},0.004,214.2491578,3,1,0.992885128,0.004,376.6
3588,{8E4456B3-93A0-4552-89C2-3FE09F3F0654},0.007,55.75170286,1,3,0.6634052,97,75.3
3589,{8E51225E-EEA6-4ADE-B77C-2A492FD26CC5},0.005,115.8900113,1,2,0.896006285,97,376.6
3590,{8E547A9B-3AF7-4AEF-A671-F0DD42BC6724},0.002,80.68456023,1,2,0.793165047,0.004,376.6
